"","LF_Number","LF_Name","total_count","HPDG_total_prop","HPDG_total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"1",61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",22,0.863636363636364,19,0,0,0,0,0.0454545454545455,1,0,0,0.0909090909090909,2,0,0
"2",35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",22,0.863636363636364,19,0,0,0,0,0,0,0.0454545454545455,1,0,0,0.0909090909090909,2
"3",19,"LF19: Mortality or fitness reduction due to early alevin emergence",22,0.772727272727273,17,0,0,0,0,0,0,0,0,0.0454545454545455,1,0.181818181818182,4
"4",22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",22,0.727272727272727,16,0.181818181818182,4,0,0,0.0454545454545455,1,0,0,0.0454545454545455,1,0,0
"5",56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",22,0.727272727272727,16,0,0,0.0454545454545455,1,0.0454545454545455,1,0.0909090909090909,2,0,0,0.0909090909090909,2
"6",54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",22,0.727272727272727,16,0,0,0.0454545454545455,1,0,0,0.0454545454545455,1,0.0909090909090909,2,0.0909090909090909,2
"7",55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",22,0.727272727272727,16,0,0,0.0454545454545455,1,0,0,0.0454545454545455,1,0.0909090909090909,2,0.0909090909090909,2
"8",51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",22,0.681818181818182,15,0.0454545454545455,1,0.0454545454545455,1,0.0454545454545455,1,0.0909090909090909,2,0.0909090909090909,2,0,0
"9",57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",22,0.681818181818182,15,0,0,0.0454545454545455,1,0.0909090909090909,2,0.0909090909090909,2,0,0,0.0909090909090909,2
"10",58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",22,0.636363636363636,14,0.0454545454545455,1,0.0909090909090909,2,0.181818181818182,4,0,0,0,0,0.0454545454545455,1
"11",70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",22,0.636363636363636,14,0.0454545454545455,1,0,0,0,0,0.136363636363636,3,0.136363636363636,3,0.0454545454545455,1
"12",25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",22,0.636363636363636,14,0,0,0.0454545454545455,1,0.0909090909090909,2,0.0909090909090909,2,0.0454545454545455,1,0.0909090909090909,2
"13",42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",22,0.636363636363636,14,0,0,0,0,0,0,0,0,0.363636363636364,8,0,0
"14",26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",22,0.636363636363636,14,0,0,0,0,0,0,0,0,0,0,0.363636363636364,8
"15",43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",22,0.636363636363636,14,0,0,0,0,0,0,0,0,0,0,0.363636363636364,8
"16",44,"LF44: Mortality or fitness reduction as a result of poor pH levels",22,0.636363636363636,14,0,0,0,0,0,0,0,0,0,0,0.363636363636364,8
"17",49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",22,0.636363636363636,14,0,0,0,0,0,0,0,0,0,0,0.363636363636364,8
"18",60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",22,0.636363636363636,14,0,0,0,0,0,0,0,0,0,0,0.363636363636364,8
"19",63,"LF63: Mortality or fitness reduction as a result of poor pH levels",22,0.636363636363636,14,0,0,0,0,0,0,0,0,0,0,0.363636363636364,8
