"","source","X","LF_Number","LF_Name","total_count","HPDG_total_prop","HPDG_total_count","VH_total_prop","VH_total_count","H_total_prop","H_total_count","M_total_prop","M_total_count","L_total_prop","L_total_count","VL_total_prop","VL_total_count","LPDG_total_prop","LPDG_total_count"
"733","11",53,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"734","11",54,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"735","11",55,29,"LF29: Mortality or fitness reduction due to deleterious substances",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"736","11",56,30,"LF30: Mortality or fitness reduction as a result of elevated predation",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"737","11",57,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"738","11",58,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"739","11",59,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"740","11",60,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"741","11",61,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"742","11",62,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"743","11",63,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"744","11",64,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"745","11",65,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"746","11",66,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"747","11",67,64,"LF64: Mortality or fitness reduction due to increases in salinity",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"748","11",68,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",8,0,0,0,0,0,0,0,0,0,0,0,0,1,8
"749","12",1,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"750","12",2,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"751","12",3,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"752","12",4,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"753","12",5,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"754","12",6,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"755","12",7,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"756","12",8,64,"LF64: Mortality or fitness reduction due to increases in salinity",14,1,14,0,0,0,0,0,0,0,0,0,0,0,0
"757","12",9,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",14,0.928571428571429,13,0.0714285714285714,1,0,0,0,0,0,0,0,0,0,0
"758","12",10,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",14,0.928571428571429,13,0,0,0.0714285714285714,1,0,0,0,0,0,0,0,0
"759","12",11,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",14,0.928571428571429,13,0,0,0.0714285714285714,1,0,0,0,0,0,0,0,0
"760","12",12,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",14,0.928571428571429,13,0,0,0,0,0.0714285714285714,1,0,0,0,0,0,0
"761","12",13,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",14,0.928571428571429,13,0,0,0,0,0,0,0.0714285714285714,1,0,0,0,0
"762","12",14,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",14,0.928571428571429,13,0,0,0,0,0,0,0.0714285714285714,1,0,0,0,0
"763","12",15,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",14,0.928571428571429,13,0,0,0,0,0,0,0,0,0.0714285714285714,1,0,0
"764","12",16,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",14,0.928571428571429,13,0,0,0,0,0,0,0,0,0.0714285714285714,1,0,0
"765","12",17,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",14,0.928571428571429,13,0,0,0,0,0,0,0,0,0.0714285714285714,1,0,0
"766","12",18,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",14,0.928571428571429,13,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,1
"767","12",19,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",14,0.928571428571429,13,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,1
"768","12",20,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",14,0.857142857142857,12,0,0,0.142857142857143,2,0,0,0,0,0,0,0,0
"769","12",21,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",14,0.714285714285714,10,0.142857142857143,2,0,0,0.0714285714285714,1,0,0,0.0714285714285714,1,0,0
"770","12",22,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",14,0.714285714285714,10,0.0714285714285714,1,0.214285714285714,3,0,0,0,0,0,0,0,0
"771","12",23,20,"LF20: Mortality or fitness reduction due to redd overspawn",14,0.714285714285714,10,0,0,0,0,0.0714285714285714,1,0,0,0.214285714285714,3,0,0
"772","12",24,19,"LF19: Mortality or fitness reduction due to early alevin emergence",14,0.714285714285714,10,0,0,0,0,0,0,0.0714285714285714,1,0,0,0.214285714285714,3
"773","12",25,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",14,0.714285714285714,10,0,0,0,0,0,0,0,0,0,0,0.285714285714286,4
"774","12",26,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",14,0.714285714285714,10,0,0,0,0,0,0,0,0,0,0,0.285714285714286,4
"775","12",27,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",14,0.714285714285714,10,0,0,0,0,0,0,0,0,0,0,0.285714285714286,4
"776","12",28,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",14,0.642857142857143,9,0.142857142857143,2,0.214285714285714,3,0,0,0,0,0,0,0,0
"777","12",29,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",14,0.642857142857143,9,0.142857142857143,2,0.0714285714285714,1,0.142857142857143,2,0,0,0,0,0,0
"778","12",30,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",14,0.642857142857143,9,0.142857142857143,2,0.0714285714285714,1,0,0,0.0714285714285714,1,0.0714285714285714,1,0,0
"779","12",31,70,"LF70: Mortality or fitness reduction due to negative effects of small population size - including inbreeding depression and gene flow",14,0.642857142857143,9,0,0,0.0714285714285714,1,0.142857142857143,2,0.0714285714285714,1,0.0714285714285714,1,0,0
"780","12",32,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",14,0.571428571428571,8,0.0714285714285714,1,0.0714285714285714,1,0.0714285714285714,1,0.142857142857143,2,0.0714285714285714,1,0,0
"781","12",33,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",14,0.571428571428571,8,0,0,0,0,0.0714285714285714,1,0.214285714285714,3,0.142857142857143,2,0,0
"782","12",34,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",14,0.571428571428571,8,0,0,0,0,0,0,0.142857142857143,2,0,0,0.285714285714286,4
"783","12",35,15,"LF15: Mortality or fitness reduction due to deleterious substances",14,0.571428571428571,8,0,0,0,0,0,0,0.0714285714285714,1,0.214285714285714,3,0.142857142857143,2
"784","12",36,65,"LF65: Mortality or fitness reduction due to deleterious substances",14,0.5,7,0,0,0,0,0.0714285714285714,1,0.214285714285714,3,0.0714285714285714,1,0.142857142857143,2
"785","12",37,30,"LF30: Mortality or fitness reduction as a result of elevated predation",14,0.5,7,0,0,0,0,0.0714285714285714,1,0.0714285714285714,1,0,0,0.357142857142857,5
"786","12",38,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",14,0.428571428571429,6,0.357142857142857,5,0.142857142857143,2,0,0,0,0,0,0,0.0714285714285714,1
"787","12",39,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",14,0.357142857142857,5,0.214285714285714,3,0.0714285714285714,1,0.214285714285714,3,0,0,0.142857142857143,2,0,0
"788","12",40,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",14,0.285714285714286,4,0.285714285714286,4,0.214285714285714,3,0,0,0.0714285714285714,1,0.142857142857143,2,0,0
"789","12",41,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",14,0.285714285714286,4,0.214285714285714,3,0.214285714285714,3,0.0714285714285714,1,0.142857142857143,2,0.0714285714285714,1,0,0
"790","12",42,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",14,0.285714285714286,4,0.214285714285714,3,0.0714285714285714,1,0.0714285714285714,1,0.285714285714286,4,0.0714285714285714,1,0,0
"791","12",43,29,"LF29: Mortality or fitness reduction due to deleterious substances",14,0.285714285714286,4,0,0,0,0,0,0,0,0,0.214285714285714,3,0.5,7
"792","12",44,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",14,0.214285714285714,3,0,0,0,0,0,0,0.142857142857143,2,0.642857142857143,9,0,0
"793","12",45,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",14,0.142857142857143,2,0,0,0.0714285714285714,1,0.285714285714286,4,0.214285714285714,3,0.285714285714286,4,0,0
"794","12",46,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",14,0.0714285714285714,1,0.142857142857143,2,0.142857142857143,2,0.214285714285714,3,0.428571428571429,6,0,0,0,0
"795","12",47,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",14,0.0714285714285714,1,0.0714285714285714,1,0.214285714285714,3,0,0,0.285714285714286,4,0.142857142857143,2,0.214285714285714,3
"796","12",48,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",14,0.0714285714285714,1,0,0,0,0,0,0,0.142857142857143,2,0.642857142857143,9,0.142857142857143,2
"797","12",49,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",14,0.0714285714285714,1,0,0,0,0,0,0,0,0,0,0,0.928571428571429,13
"798","12",50,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",14,0,0,0.428571428571429,6,0.214285714285714,3,0.0714285714285714,1,0.142857142857143,2,0.0714285714285714,1,0.0714285714285714,1
"799","12",51,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",14,0,0,0.285714285714286,4,0.214285714285714,3,0.0714285714285714,1,0.0714285714285714,1,0.214285714285714,3,0.142857142857143,2
"800","12",52,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",14,0,0,0.142857142857143,2,0.142857142857143,2,0.0714285714285714,1,0.142857142857143,2,0.428571428571429,6,0.0714285714285714,1
"801","12",53,9,"LF9: Mortality or fitness reduction due to fishing",14,0,0,0.0714285714285714,1,0.142857142857143,2,0.142857142857143,2,0.214285714285714,3,0.428571428571429,6,0,0
"802","12",54,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",14,0,0,0.0714285714285714,1,0,0,0.0714285714285714,1,0.214285714285714,3,0.642857142857143,9,0,0
"803","12",55,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",14,0,0,0,0,0.214285714285714,3,0,0,0.642857142857143,9,0.0714285714285714,1,0.0714285714285714,1
"804","12",56,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",14,0,0,0,0,0.142857142857143,2,0.428571428571429,6,0,0,0.357142857142857,5,0.0714285714285714,1
"805","12",57,34,"LF34: Mortality or fitness reduction due to competition from invasive species",14,0,0,0,0,0.0714285714285714,1,0,0,0.142857142857143,2,0.785714285714286,11,0,0
"806","12",58,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",14,0,0,0,0,0,0,0.0714285714285714,1,0.214285714285714,3,0.5,7,0.214285714285714,3
"807","12",59,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",14,0,0,0,0,0,0,0.0714285714285714,1,0,0,0.0714285714285714,1,0.857142857142857,12
"808","12",60,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",14,0,0,0,0,0,0,0,0,0.214285714285714,3,0.714285714285714,10,0.0714285714285714,1
"809","12",61,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",14,0,0,0,0,0,0,0,0,0.214285714285714,3,0.642857142857143,9,0.142857142857143,2
"810","12",62,47,"LF47: Mortality or fitness reduction due to elevated predation",14,0,0,0,0,0,0,0,0,0.214285714285714,3,0.571428571428571,8,0.214285714285714,3
"811","12",63,18,"LF18: Mortality due to redd disturbance by humans",14,0,0,0,0,0,0,0,0,0.214285714285714,3,0.5,7,0.285714285714286,4
"812","12",64,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",14,0,0,0,0,0,0,0,0,0.142857142857143,2,0.857142857142857,12,0,0
"813","12",65,48,"LF48: Mortality or fitness reduction due to predation by invasive species",14,0,0,0,0,0,0,0,0,0.142857142857143,2,0.642857142857143,9,0.214285714285714,3
"814","12",66,5,"LF5: Mortality or fitness reduction due to competition with invasive species",14,0,0,0,0,0,0,0,0,0.0714285714285714,1,0.714285714285714,10,0.214285714285714,3
"815","12",67,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",14,0,0,0,0,0,0,0,0,0,0,0.0714285714285714,1,0.928571428571429,13
"816","12",68,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",14,0,0,0,0,0,0,0,0,0,0,0,0,1,14
"817","13",1,19,"LF19: Mortality or fitness reduction due to early alevin emergence",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"818","13",2,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"819","13",3,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"820","13",4,58,"LF58: Mortality or fitness reduction due to reduction in quality of vegetation habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"821","13",5,59,"LF59: Mortality or fitness reduction due to reduction in quantity of vegetation habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"822","13",6,6,"LF6: Limited or delayed access due to physical migration barriers and/or lack of safe migration routes (including lack of cover and complexity)",NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0
"823","13",7,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0
"824","13",8,67,"LF67: Mortality or fitness reduction due changes in biological characteristics such as fecundity, maturation rate, sex ratios, size at age, etc",NA,NA,0,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0
"825","13",9,5,"LF5: Mortality or fitness reduction due to competition with invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0
"826","13",10,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",NA,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0
"827","13",11,40,"LF40: Mortality or fitness reduction due to frequent and higher peak flows causing flushing",NA,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0
"828","13",12,53,"LF53: Mortality or fitness reduction due to increased frequency and magnitude of algal blooms",NA,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0
"829","13",13,2,"LF2:  Mortality or fitness reduction increased exposure to terrestrial predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"830","13",14,3,"LF3: Mortality or fitness reduction as a result of stress due to anthropogenic activity (non fishing)",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"831","13",15,7,"LF7: Pre-spawn mortality or fitness reduction due to poor quality of spawning habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"832","13",16,8,"LF8: Pre-spawn mortality or fitness reduction due to reduced quantity of spawning habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"833","13",17,9,"LF9: Mortality or fitness reduction due to fishing",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"834","13",18,11,"LF11: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"835","13",19,16,"LF16: Mortality due to elevated levels of predation of eggs and alevin",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"836","13",20,17,"LF17: Mortality or fitness reduction due to predation by or presence of invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"837","13",21,18,"LF18: Mortality due to redd disturbance by humans",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"838","13",22,20,"LF20: Mortality or fitness reduction due to redd overspawn",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"839","13",23,32,"LF32: Mortality or fitness reduction as a result of stress due to anthropogenic activity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"840","13",24,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"841","13",25,34,"LF34: Mortality or fitness reduction due to competition from invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"842","13",26,41,"LF41: Mortality or fitness reduction as a result of competition with hatchery fry",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"843","13",27,42,"LF42: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"844","13",28,47,"LF47: Mortality or fitness reduction due to elevated predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"845","13",29,48,"LF48: Mortality or fitness reduction due to predation by invasive species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"846","13",30,50,"LF50: Mortality or fitness reduction as a result of stress due to anthropogenic activity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"847","13",31,51,"LF51: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"848","13",32,61,"LF61: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"849","13",33,69,"LF69: Mortality or fitness reduction as a result of rearing in a hatchery environment leading to maladaptation to the wild environment. This is measured in a reduction in PNI.",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1,NA,0
"850","13",34,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"851","13",35,12,"LF12: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"852","13",36,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"853","13",37,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"854","13",38,15,"LF15: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"855","13",39,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"856","13",40,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"857","13",41,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"858","13",42,29,"LF29: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"859","13",43,30,"LF30: Mortality or fitness reduction as a result of elevated predation",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"860","13",44,31,"LF31: Mortality or fitness reduction due to elevated predation as a result of enhancement of predatory fish species",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"861","13",45,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"862","13",46,43,"LF43: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"863","13",47,44,"LF44: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"864","13",48,45,"LF45: Mortality or fitness reduction as a result of deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"865","13",49,46,"LF46: Mortality or fitness reduction due to ingestion of microplastics in lake environments",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"866","13",50,49,"LF49: Mortality or fitness reduction due to inter- and intra-specific competition",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"867","13",51,52,"LF52: Mortality or fitness reduction as a result of lack of access to appropriate food",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"868","13",52,54,"LF54: Mortality or fitness reduction due to reduction in quality of beach habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"869","13",53,55,"LF55: Mortality or fitness reduction due to loss in quantity of beach habitat loss",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"870","13",54,56,"LF56: Mortality or fitness reduction due to reduction in quality channel habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"871","13",55,57,"LF57: Mortality or fitness reduction due to reduction in quantity channel habitat",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"872","13",56,60,"LF60: Mortality or fitness reduction due to competition with hatchery fish",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"873","13",57,62,"LF62: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"874","13",58,63,"LF63: Mortality or fitness reduction as a result of poor pH levels",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"875","13",59,64,"LF64: Mortality or fitness reduction due to increases in salinity",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"876","13",60,65,"LF65: Mortality or fitness reduction due to deleterious substances",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"877","13",61,66,"LF66: Mortality or fitness reduction due to ingestion of microplastics",NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,1
"878","13",62,1,"LF1: Mortality or fitness reduction due to predation from pinnipeds or other aquatic species",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"879","13",63,21,"LF21: Mortality or fitness reduction due to dewatered redds at low flows",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"880","13",64,36,"LF36: Mortality or fitness reduction as a result of decreased quality of rearing habitat",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"881","13",65,37,"LF37: Mortality or fitness reduction as a result of decreased quantity of rearing habitat",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"882","13",66,38,"LF38: Mortality or fitness reduction as a result of decreased access to or quality of floodplain habitat",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"883","13",67,68,"LF68: Mortality or fitness reduction due to a reduction in natural (wild) genetic influence. This is measured by the stray rate (pHOSstray) into the system, or by the frequency and magnitude of direct transplanting.",NA,NA,0,NA,0,NA,0,NA,1,NA,0,NA,0,NA,0
"884","14",1,4,"LF4: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"885","14",2,10,"LF10: Mortality or fitness reduction of wild fish due to competition with hatchery fish or aquaculture escapees for spawning locations or mates",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"886","14",3,13,"LF13: Mortality or fitness reduction as a result of poor pH levels",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"887","14",4,14,"LF14: Mortality or fitness reduction as a result of changes to salinity",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"888","14",5,15,"LF15: Mortality or fitness reduction due to deleterious substances",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"889","14",6,19,"LF19: Mortality or fitness reduction due to early alevin emergence",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"890","14",7,20,"LF20: Mortality or fitness reduction due to redd overspawn",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"891","14",8,22,"LF22: Mortality or fitness reduction resulting from frequent and higher peak flows causing redd scour",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"892","14",9,25,"LF25: Mortality or fitness reduction due to lower quality spawning gravel",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"893","14",10,26,"LF26: Mortality or fitness reduction due to unfavourable water temperatures",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"894","14",11,27,"LF27: Mortality or fitness reduction as a result of low dissolved oxygen",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"895","14",12,28,"LF28: Mortality or fitness reduction as a result of poor pH levels",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"896","14",13,29,"LF29: Mortality or fitness reduction due to deleterious substances",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"897","14",14,30,"LF30: Mortality or fitness reduction as a result of elevated predation",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"898","14",15,33,"LF33: Mortality or fitness reduction as a result of disease, parasites, or pathogens",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"899","14",16,35,"LF35: Mortality or fitness reduction as a result of lack of access to appropriate food",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
"900","14",17,39,"LF39: Mortality or fitness reduction from stranding in rearing habitat",NA,NA,1,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0
